gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,padj,neglogp,sig
Txn1,1.2055108096087482e-4,-0.16114754770375228,0.976,0.98,1,0.009576669284673857,2.0187855100031147,TRUE
Tm6sf1,1.2483693045425837e-4,0.19842198283851142,0.76,0.662,1,0.009870361454123957,2.0056669431097767,TRUE
AI480526,1.2551725803772618e-4,0.03786779531006702,0.089,0.032,1,0.009877559996377306,2.005350323730397,TRUE
Ifi30,1.291657667309494e-4,-0.2149511080236488,0.988,0.988,1,0.010117180289458755,1.9949405107533174,TRUE
Ifi27,1.306481551106838e-4,0.17004737484856047,0.841,0.733,1,0.010185694771931543,1.9920093421841862,TRUE
Ncapg2,1.3517983883351033e-4,0.09418253090007764,0.28,0.174,1,0.010461960847705357,1.9803869095864775,TRUE
Fblim1,1.3544001336070056e-4,0.13901533909025576,0.506,0.372,1,0.010461960847705357,1.9803869095864775,TRUE
Ccl8,1.3828054419197e-4,-0.043527612011801775,0.378,0.259,1,0.01059665512853435,1.9748311996847188,TRUE
Pkib,1.385165387965419e-4,0.2005694867614528,0.514,0.411,1,0.01059665512853435,1.9748311996847188,TRUE
Ftl1,1.3931431358038415e-4,0.17403733669374954,1,1,1,0.01059665512853435,1.9748311996847188,TRUE
Tkt,1.3971249155268414e-4,-0.18575008294446937,0.907,0.915,1,0.01059665512853435,1.9748311996847188,TRUE
Cd68,1.4396203582223323e-4,0.19698954062383311,0.97,0.929,1,0.010856846574362181,1.9642962994456665,TRUE
Tspan32,1.445412869042016e-4,0.10594986383444555,0.407,0.298,1,0.010856846574362181,1.9642962994456665,TRUE
Slfn1,1.4508612532258255e-4,-0.18258996135342576,0.378,0.5,1,0.010856846574362181,1.9642962994456665,TRUE
Limd2,1.4870032645752012e-4,-0.17527495502141077,0.746,0.808,1,0.011035292237939084,1.957216161311224,TRUE
Tlr2,1.4878749825642722e-4,-0.2250551340548057,0.663,0.723,1,0.011035292237939084,1.957216161311224,TRUE
Cndp2,1.4994547639320146e-4,0.18533731449809987,0.852,0.787,1,0.011072185353757018,1.9557666525260384,TRUE
Emp1,1.5336467828687167e-4,0.04852147619949476,0.13,0.059,1,0.011274994462476066,1.9478836627463814,TRUE
Sh3bgrl3,1.5784376980344604e-4,-0.12228857692705297,0.994,0.998,1,0.011517186926305783,1.938653584417224,TRUE
Spint1,1.5803322951022132e-4,0.18491259849399533,0.524,0.403,1,0.011517186926305783,1.938653584417224,TRUE
Rnase4,1.6419241368955263e-4,0.16695287407717857,0.301,0.209,1,0.011914256442702517,1.9239330563731456,TRUE
Gas2l1,1.7193118273834643e-4,0.11740770783054685,0.311,0.211,1,0.01242202795284553,1.9058074978120179,TRUE
Cd63,1.8587235111544841e-4,0.19974124980940422,0.846,0.708,1,0.013253271707098028,1.8776768984105958,TRUE
Slc35b1,1.8644961744386098e-4,0.10168598147218333,0.575,0.46,1,0.013253271707098028,1.8776768984105958,TRUE
Ddx5,1.8646164782091338e-4,0.12586543989796706,0.988,0.982,1,0.013253271707098028,1.8776768984105958,TRUE
Hexb,1.8659898120004383e-4,0.11264585916574665,0.953,0.86,1,0.013253271707098028,1.8776768984105958,TRUE
Ift46,1.918057118001721e-4,0.06797140927886115,0.197,0.113,1,0.01356560059575732,1.867560973767543,TRUE
Mpp7,2.06521778172456e-4,-0.05631846360933804,0.114,0.2,1,0.014545033805574403,1.8372852650283102,TRUE
Agmo,2.1147277703087604e-4,0.056591719388357165,0.063,0.018,1,0.014831408738876754,1.8288175962093867,TRUE
Tsc22d3,2.1982456439004094e-4,0.12305011728460169,0.476,0.36,1,0.015352913951274444,1.813809184170146,TRUE
Snx20,2.2766364856979118e-4,-0.2385696852000989,0.831,0.84,1,0.015834431856127967,1.8003975146207765,TRUE
Rpl12,2.3396225988138924e-4,0.12235416843198221,0.996,0.988,1,0.016205270248478707,1.790343722024897,TRUE
Ctsd,2.3791796838811067e-4,0.256239335200684,0.953,0.923,1,0.01641144438733132,1.7848531945811095,TRUE
AU022793,2.4773721997918183e-4,0.07046481501584723,0.138,0.071,1,0.016940917216017298,1.77106307977442,TRUE
Uqcrh,2.4810930780902295e-4,-0.14543585986146423,0.972,0.99,1,0.016940917216017298,1.77106307977442,TRUE
Ift88,2.4862579854076215e-4,0.06292385178109278,0.089,0.034,1,0.016940917216017298,1.77106307977442,TRUE
Pin4,2.500536527360551e-4,-0.1599804389393351,0.622,0.69,1,0.016969228045189296,1.770337913919218,TRUE
Pts,2.5486130734313586e-4,0.16139200142718169,0.555,0.449,1,0.017130207000360664,1.766237389015154,TRUE
Ifit1,2.554257845132682e-4,-0.33712934689780943,0.258,0.346,1,0.017130207000360664,1.766237389015154,TRUE
Cybb,2.554916925241717e-4,-0.148076522299597,0.986,0.984,1,0.017130207000360664,1.766237389015154,TRUE
Cast,2.633317804669666e-4,0.15487362600089005,0.679,0.583,1,0.017585527108315912,1.754844609615898,TRUE
Nupr1,2.694877083645838e-4,-0.26946845235064654,0.604,0.658,1,0.017895694015488548,1.7472514545104953,TRUE
Rtp4,2.7011159682129834e-4,-0.31748960461877906,0.512,0.599,1,0.017895694015488548,1.7472514545104953,TRUE
Ube2f,2.715104525467445e-4,-0.18772098996590458,0.628,0.69,1,0.01791755199050603,1.7467213266850095,TRUE
Ube2a,2.7515865522471575e-4,-0.18263585506906632,0.679,0.733,1,0.01808709560343798,1.7426311658471276,TRUE
Gbp2,2.798142157687899e-4,-0.34298016737960335,0.907,0.931,1,0.01832127298717366,1.7370443542435956,TRUE
Sptssa,2.8607174839233714e-4,0.1599804273018407,0.746,0.648,1,0.01865811146518426,1.7291323167393804,TRUE
Bcl2a1b,2.881451402930901e-4,-0.3462308336926436,0.943,0.941,1,0.018720499386018514,1.7276825702507228,TRUE
Adam15,2.976562678102552e-4,0.1762959203827008,0.539,0.439,1,0.019194682451908095,1.7168190682574282,TRUE
Foxp1,2.97734007725576e-4,0.11552747474110736,0.65,0.551,1,0.019194682451908095,1.7168190682574282,TRUE
Lrp1,3.0070259306686045e-4,0.17525473478011366,0.732,0.628,1,0.019311788754738372,1.714177497824254,TRUE
Hif1a,3.025401908809171e-4,-0.25595376775709733,0.846,0.856,1,0.019355643815060813,1.713192378430376,TRUE
Gpr162,3.070551913713984e-4,0.1120051890288899,0.191,0.113,1,0.019569806531434905,1.7084134677883742,TRUE
Psmb4,3.161013484844783e-4,-0.18802964497010022,0.915,0.903,1,0.020070040921578883,1.6974517420118775,TRUE
Smpd1,3.215287310587239e-4,0.07440375321497975,0.213,0.128,1,0.02027433371428996,1.6930534093220815,TRUE
Paox,3.2173802457947313e-4,0.12966724884602548,0.376,0.269,1,0.02027433371428996,1.6930534093220815,TRUE
Rpl24,3.234231742059529e-4,-0.11753908405344404,0.996,0.998,1,0.020304191932734767,1.6924142899039394,TRUE
Hcls1,3.2702200134829696e-4,-0.2605144546335927,0.848,0.86,1,0.020453517860448335,1.6892319856522888,TRUE
Serpine1,0.00033044376554563977,-0.09913723472726022,0.055,0.117,1,0.020590700364594847,1.6863288811961534,TRUE
Tmbim1,3.399183316378807e-4,0.11969905620759203,0.494,0.387,1,0.021102633610793172,1.6756633413250022,TRUE
Arhgap22,3.4267793315861364e-4,0.11278432553015386,0.199,0.119,1,0.021195452087102145,1.6737573157393135,TRUE
Cadm1,3.4532606865774574e-4,0.15194176484634803,0.48,0.358,1,0.021278357982984965,1.6720618888978183,TRUE
Cd72,3.4655719659676024e-4,0.17347108147132717,0.429,0.314,1,0.021278357982984965,1.6720618888978183,TRUE
Adgre5,3.546964960150031e-4,0.13067780123604367,0.587,0.472,1,0.021698622869355772,1.6635678283274247,TRUE
Anxa1,3.619805340538266e-4,0.19550212307815817,0.699,0.575,1,0.022020511333924492,1.6571726005811844,TRUE
Cox17,3.638168450235924e-4,-0.18258411611586167,0.917,0.947,1,0.022020511333924492,1.6571726005811844,TRUE
Prr13,3.6393981264822055e-4,0.14060506366965542,0.913,0.842,1,0.022020511333924492,1.6571726005811844,TRUE
Adipor1,3.652131100603155e-4,0.147074965614868,0.758,0.642,1,0.022020511333924492,1.6571726005811844,TRUE
Xist,3.668469933616517e-4,0.16272930213306713,0.97,0.953,1,0.022039746604759877,1.6567934029594154,TRUE
mt-Nd5,3.694098224098264e-4,0.16720221390840462,0.919,0.879,1,0.022114455154405393,1.655323756106727,TRUE
Sptbn1,3.7346065769115164e-4,0.07055593713357106,0.518,0.421,1,0.022147623438034426,1.6546728691303954,TRUE
Anxa2,3.738983959474312e-4,0.22222400882248428,0.821,0.737,1,0.022147623438034426,1.6546728691303954,TRUE
Stat2,3.744331307153399e-4,-0.21810163482859135,0.463,0.536,1,0.022147623438034426,1.6546728691303954,TRUE
Man2b1,3.7524907865420454e-4,0.2282971757503498,0.904,0.866,1,0.022147623438034426,1.6546728691303954,TRUE
Pdgfa,3.931529059318846e-4,0.17284882093774723,0.36,0.259,1,0.023122908804316666,1.6359575336510872,TRUE
Nrd1,3.9945714817822217e-4,0.10800678134942665,0.614,0.496,1,0.023333395420505658,1.6320220591019572,TRUE
Lst1,3.9951583854463214e-4,-0.26212886202325425,0.941,0.939,1,0.023333395420505658,1.6320220591019572,TRUE
Grn,4.0253030444258443e-4,0.15681466623804408,0.974,0.945,1,0.023427822788425694,1.6302680697004173,TRUE
Gcnt1,4.118693936441166e-4,0.08133098119898693,0.228,0.142,1,0.02388842483135876,1.6218124860643675,TRUE
Hcfc1r1,4.190319915930107e-4,0.13899344950538817,0.823,0.711,1,0.024175813413956273,1.616618904825115,TRUE
Atp6v0c,4.197089669169118e-4,-0.12311815006546833,0.984,0.986,1,0.024175813413956273,1.616618904825115,TRUE
Treml4,4.319254922198646e-4,-0.10393332017506922,0.087,0.156,1,0.024794298289689626,1.6056481782874927,TRUE
Rtn4,4.3380892853862754e-4,0.12174959219362669,0.913,0.872,1,0.024817424096124488,1.6052432977323072,TRUE
Ntpcr,4.4171208709087187e-4,0.18176463184742053,0.502,0.397,1,0.025183598652439434,1.5988822105575207,TRUE
Gars,4.443542757939022e-4,0.08889138117144257,0.526,0.427,1,0.02524836057917759,1.5977668161406315,TRUE
Zfp62,4.499814170341137e-4,0.08722742867387664,0.252,0.166,1,0.02534740623907226,1.5960664747405302,TRUE
Sema4a,4.5005133747921794e-4,-0.21230925364873166,0.656,0.713,1,0.02534740623907226,1.5960664747405302,TRUE
Scmh1,4.5063399709125004e-4,0.05508767565994372,0.116,0.055,1,0.02534740623907226,1.5960664747405302,TRUE
Tubb6,4.6002987604851957e-4,-0.22389772045263112,0.4,0.49,1,0.02578936716496751,1.5885593147110193,TRUE
Tcf4,4.6166831940229144e-4,0.12487814982081358,0.514,0.415,1,0.025794947899404033,1.5884653449771116,TRUE
Hacd4,4.6577058697002977e-4,0.19030608705769914,0.616,0.5,1,0.02593769627505528,1.5860685995495796,TRUE
Nagk,4.826240608254119e-4,0.06279941310157555,0.53,0.423,1,0.026701594861132227,1.5734627978600177,TRUE
Herc6,4.826740987306446e-4,-0.1864884325134043,0.476,0.555,1,0.026701594861132227,1.5734627978600177,TRUE
Hsd3b7,4.8639493483953675e-4,0.10904052802607445,0.626,0.502,1,0.026818920716382616,1.5715587036041396,TRUE
Sdad1,4.957896257183539e-4,-0.16132651127476938,0.242,0.322,1,0.02724729739767557,1.5646765680106058,TRUE
Ccdc191,4.98145150403883e-4,0.07630560652406881,0.132,0.067,1,0.027287284349901592,1.5640396834776862,TRUE
Manbal,5.062622851266338e-4,0.13305721846319135,0.429,0.326,1,0.027641590955350605,1.5584369640747864,TRUE
Sem1,5.083388289847462e-4,-0.18140323969102123,0.99,0.996,1,0.0276648553618257,1.558071596034509,TRUE
Cox6c,5.123818556486686e-4,-0.11776955675945011,0.978,0.976,1,0.02779464292680577,1.5560389008991753,TRUE
Hmgn1,5.140443749543196e-4,0.12048927862453485,0.467,0.374,1,0.027794876816078402,1.5560352463678553,TRUE
Lamp2,5.278609237430435e-4,0.14106152925547022,0.935,0.909,1,0.028450176217945003,1.5459150392779042,TRUE
Cxcl10,5.316302018144584e-4,-1.298007344387297,0.415,0.51,1,0.028561491803890872,1.5442191125373994,TRUE
Csnk1e,5.359817511593872e-4,0.142325576558942,0.409,0.318,1,0.028703278316081944,1.5420684979254196,TRUE
Cxcl9,5.417801190177444e-4,-0.3558823245470579,0.866,0.911,1,0.028921396034953605,1.5387807474894069,TRUE
Mgst3,5.5332092698942e-4,0.11703931705463094,0.433,0.326,1,0.029443699613322723,1.5310076216203954,TRUE
Tmem59,5.593338637035306e-4,0.12611903266203894,0.907,0.846,1,0.0295835094154781,1.5289503080479814,TRUE
Atp5h,5.611248436931896e-4,-0.10699285990174578,0.976,0.986,1,0.0295835094154781,1.5289503080479814,TRUE
Tnfsf13b,5.612430494047271e-4,0.27554045995411136,0.587,0.5,1,0.0295835094154781,1.5289503080479814,TRUE
Trim30d,5.642112636855943e-4,-0.13771988632033583,0.299,0.387,1,0.029646737310024866,1.5280230947523246,TRUE
Cenpb,5.711130797974564e-4,0.12011124709903565,0.614,0.508,1,0.02981326711341877,1.525590428812,TRUE
Pfn1,5.712600981068068e-4,-0.16046389415270035,0.99,0.994,1,0.02981326711341877,1.525590428812,TRUE
Spc25,5.727163829209428e-4,0.0175801323164472,0.049,0.012,1,0.02981326711341877,1.525590428812,TRUE
Tep1,5.773868684850917e-4,0.12804522651835715,0.661,0.555,1,0.029963339596121075,1.5234097835180318,TRUE
Ywhah,5.808963241825696e-4,0.16496787645065014,0.913,0.883,1,0.030052420327000715,1.5221205455470272,TRUE
Araf,5.939034935105793e-4,0.07630161501994331,0.402,0.294,1,0.030630801102228707,1.5138416447302296,TRUE
Ophn1,5.958735626458819e-4,0.12233022043049727,0.169,0.099,1,0.03063813698487814,1.5137376464084298,TRUE
Atp5mpl,6.215163046414401e-4,-0.1580359049115012,0.963,0.962,1,0.03185888776269058,1.4967693900840937,TRUE
Ehd4,6.308624376037248e-4,0.16993150470303386,0.661,0.601,1,0.032192837550907044,1.4922407419105614,TRUE
Pigp,6.318723036778677e-4,0.07318598154678013,0.407,0.32,1,0.032192837550907044,1.4922407419105614,TRUE
Fcer1g,6.38856350063931e-4,-0.10964746068802977,0.996,1,1,0.03245003072658064,1.4887848876347027,TRUE
Bod1l,6.430733757463114e-4,0.09158504383454469,0.636,0.538,1,0.03254431393081483,1.4875248794209741,TRUE
Vps13c,6.461128807147376e-4,0.1308818922796714,0.537,0.443,1,0.03254431393081483,1.4875248794209741,TRUE
Bcl2a1a,6.476944029984547e-4,-0.3119938866462888,0.691,0.733,1,0.03254431393081483,1.4875248794209741,TRUE
Hsp90ab1,6.484787527080393e-4,0.10755595495960879,0.996,0.994,1,0.03254431393081483,1.4875248794209741,TRUE
Zmynd8,6.587276618281228e-4,0.16027691520324516,0.632,0.502,1,0.03280483872989532,1.4840620929131965,TRUE
Hagh,6.592971571952256e-4,0.15637894919178713,0.463,0.36,1,0.03280483872989532,1.4840620929131965,TRUE
Dpysl2,6.595412630935881e-4,0.1496742111628322,0.591,0.502,1,0.03280483872989532,1.4840620929131965,TRUE
Nrros,6.621972562008641e-4,-0.18286185454435733,0.547,0.617,1,0.03283949824981918,1.4836034870276122,TRUE
Ccar1,6.653464244184466e-4,-0.14764359572064178,0.494,0.587,1,0.03289833854307375,1.4828260345665945,TRUE
Parp14,6.72985871749369e-4,-0.2715848812069137,0.72,0.765,1,0.03317820347724389,1.4791471337137907,TRUE
Nfic,6.750067503345893e-4,0.09851131742651198,0.573,0.458,1,0.033180243839027526,1.4791204267036109,TRUE
Snx10,6.955609952658884e-4,-0.16653855771742676,0.854,0.862,1,0.03409062398434743,1.467365049505084,TRUE
U2surp,7.003509604336216e-4,0.1270580122926931,0.701,0.601,1,0.03409500135351299,1.4673092879786027,TRUE
Eif5,7.013542559533417e-4,0.17914734792367648,0.817,0.757,1,0.03409500135351299,1.4673092879786027,TRUE
Gmds,7.017525036965744e-4,0.07961990449082103,0.191,0.119,1,0.03409500135351299,1.4673092879786027,TRUE
Pnp,7.052437398079084e-4,-0.3063527004489721,0.941,0.933,1,0.03416559412329526,1.4664110227028855,TRUE
Baz2b,7.12675818466221e-4,0.14670320103831214,0.561,0.466,1,0.034426144291443216,1.4631116153063282,TRUE
Tmcc2,7.160448687745417e-4,8.007541021149372e-6,0.055,0.016,1,0.03448949451264042,1.462313170723351,TRUE
Pepd,7.350660028324636e-4,0.1539324109908191,0.514,0.421,1,0.035304230199076664,1.4521732537609886,TRUE
Specc1,7.679194209684355e-4,0.11530971616567082,0.309,0.217,1,0.036776758097922614,1.4344265568335806,TRUE
Nup37,7.869323606392362e-4,0.06681207033582225,0.148,0.083,1,0.03757994367246403,1.425043875186967,TRUE
Pkm,7.923263753397793e-4,-0.1748639101712186,0.965,0.958,1,0.03773004177115165,1.4233127139887574,TRUE
Smarca2,8.095324196003775e-4,0.08294176880764392,0.295,0.219,1,0.038440176819664384,1.4152146233024538,TRUE
Vsir,8.144990968204817e-4,0.17345439430017284,0.669,0.573,1,0.03856676231894044,1.413786818640778,TRUE
Tmem144,8.18600741683476e-4,0.03145484943409595,0.051,0.014,1,0.03864516257567861,1.412904861336144,TRUE
Lamp1,8.216077285987006e-4,0.12645072535570412,0.99,0.966,1,0.03864516257567861,1.412904861336144,TRUE
Itga4,8.230714138836216e-4,0.11630733495928391,0.74,0.668,1,0.03864516257567861,1.412904861336144,TRUE
Soat1,8.262862669026484e-4,0.15928846375285488,0.874,0.808,1,0.03868773856374914,1.4124266555976708,TRUE
Stub1,8.306555243011564e-4,0.10487961853705297,0.604,0.506,1,0.03878397743269076,1.4113476545535375,TRUE
Galnt7,8.428884557402081e-4,0.14265034048308323,0.589,0.488,1,0.03924582304199269,1.4062065586982055,TRUE
Smpdl3b,8.684325163547249e-4,-0.22725076960597845,0.535,0.625,1,0.040323174069634066,1.3944452893930932,TRUE
Camkk2,8.775770703012706e-4,0.04607785981393796,0.207,0.128,1,0.04063521229941961,1.3910974669256553,TRUE
Cox5a,8.979824211292945e-4,-0.1106342002940206,0.972,0.962,1,0.04146551334151304,1.3823129536988445,TRUE
Hcst,9.176932544624921e-4,0.11985092548069631,0.638,0.567,1,0.04225927014093487,1.3740780079108177,TRUE
Npc2,9.23329595976427e-4,0.10012300026340526,0.996,0.992,1,0.04240233065138869,1.3726102716803978,TRUE
Gdi2,9.27835782952633e-4,0.12772834962045,0.931,0.883,1,0.04249285080287441,1.3716841315505095,TRUE
Fam3c,9.454578439677536e-4,0.13554249701966103,0.514,0.431,1,0.04318191929315391,1.3646980586228716,TRUE
Vasp,9.589558698582461e-4,-0.2114607517455882,0.833,0.86,1,0.04367939752870631,1.3597233604993544,TRUE
Prune2,9.757843386384476e-4,0.09132373101921869,0.11,0.053,1,0.04432546635300179,1.353346686444025,TRUE
Ccl7,9.79349371391606e-4,0.1741019324855141,0.144,0.077,1,0.044359275738702755,1.353015553263469,TRUE
Ubald2,9.81821459196917e-4,0.10689098408315723,0.693,0.595,1,0.044359275738702755,1.353015553263469,TRUE
Dnajc3,9.872799251639097e-4,0.1665319854592222,0.783,0.688,1,0.04448598415483187,1.35177679717653,TRUE
Plxdc2,0.0010016912272935077,0.0702656391849484,0.104,0.049,1,0.04497479897123735,1.3470307691914702,TRUE
Fndc3b,0.0010034945003724357,0.11992355949509842,0.404,0.304,1,0.04497479897123735,1.3470307691914702,TRUE
Anp32a,0.001010856508497592,0.12948603265739356,0.768,0.682,1,0.04518393812116436,1.3450159197247389,TRUE
Psmb3,0.0010336397427776905,-0.15059556106388072,0.935,0.933,1,0.04607943980967992,1.336492809294993,TRUE
Trpv2,0.0010492298468848646,0.13001544525819303,0.492,0.385,1,0.04665037319226552,1.331144877647528,TRUE
Me2,0.0010716446595660802,0.09506711202615037,0.35,0.265,1,0.04752092006255724,1.3231151594783899,TRUE
Slc7a11,0.0010832602888679788,-0.445511004394332,0.343,0.429,1,0.04790925847494739,1.3195805509688374,TRUE
Comt,0.0010888770978314,0.11984956909706301,0.685,0.603,1,0.04803094187855243,1.3184788968370489,TRUE
Syne1,0.001091935809778115,0.07441051045245017,0.26,0.18,1,0.04803944368372904,1.3184020305465172,TRUE
Rnf213,0.001115361368943577,-0.21217461083055356,0.699,0.745,1,0.04894158970217863,1.310321928166263,TRUE
Atp5k,0.0011215861783852874,-0.18518426339615357,0.907,0.913,1,0.04908623373914931,1.309040288923832,TRUE
Spcs3,0.0011331411828326811,0.15447436636610823,0.53,0.443,1,0.04946279298604531,1.3057213642347174,TRUE
Nudt13,0.00115656219269157,0.08794285996399392,0.232,0.154,1,0.05035401421791194,1.297965901809539,FALSE
Cd300ld,0.0011649397922231432,0.11400714759397346,0.329,0.247,1,0.05058735957835318,1.295957988124093,FALSE
Jmjd6,0.0011737921111529197,-0.11841814963847502,0.256,0.338,1,0.05078928915041693,1.2942278655374546,FALSE
Inmt,0.0011756499338003682,-2.069413521464288e-13,0.049,0.014,1,0.05078928915041693,1.2942278655374546,FALSE
Ptafr,0.001179795155739873,-0.2781134043611029,0.616,0.676,1,0.050837342931906816,1.293817156390386,FALSE
Cdc42ep2,0.0011990813858121611,-0.17678912463062468,0.24,0.318,1,0.0512181827916336,1.290575834254278,FALSE
Skp1a,0.0012003973665771189,0.13774610929342235,0.594,0.5,1,0.0512181827916336,1.290575834254278,FALSE
Akr1e1,0.001200612285672062,0.08891120487955981,0.226,0.148,1,0.0512181827916336,1.290575834254278,FALSE
Ctnnbl1,0.0012008558547376212,0.05630252129993024,0.264,0.172,1,0.0512181827916336,1.290575834254278,FALSE
Ccser2,0.0012293676678926653,0.046723843537979856,0.152,0.087,1,0.05230116966806309,1.281488598423258,FALSE
Zfp810,0.0012613786966450206,0.04829100170823024,0.089,0.04,1,0.053527163830794526,1.2714257673631992,FALSE
Slc27a1,0.0012755654068800349,0.15804251614606268,0.331,0.247,1,0.05399249330839178,1.2676666168689326,FALSE
Oas2,0.0012881220519818152,-0.07131631058941508,0.061,0.119,1,0.054386654497025656,1.2645076552529921,FALSE
Cnot1,0.0012940498935809935,0.10089929110791046,0.463,0.358,1,0.05449965908594124,1.2636062143757905,FALSE
Plekha1,0.0012976634995685446,-0.1508351207201818,0.533,0.611,1,0.05451487613976929,1.2634849703134718,FALSE
